filename,class,truncated,occluded,observation angle,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rot_y
003031.txt,Car,0.00,0,-1.58,582.59,173.06,601.92,188.37,1.26,1.60,3.56,-1.55,1.30,61.81,-1.60
003031.txt,Car,0.00,0,-1.54,559.94,172.24,576.91,186.04,1.37,1.63,3.57,-4.28,1.34,74.46,-1.60
003032.txt,Car,0.59,0,2.09,0.00,230.36,343.00,374.00,1.27,1.54,3.58,-3.74,1.89,6.13,1.56
003032.txt,Car,0.00,1,1.85,295.11,182.01,461.70,297.01,1.63,1.65,3.91,-3.79,1.80,12.37,1.56
003032.txt,Truck,0.00,0,1.76,483.53,137.82,559.50,216.20,3.25,2.15,7.05,-3.97,1.84,33.66,1.65
003032.txt,Car,0.00,1,-1.62,616.34,176.04,660.05,216.25,1.46,1.53,3.17,1.01,1.60,28.07,-1.58
003032.txt,Pedestrian,0.00,1,-2.23,607.47,173.62,621.14,217.24,1.68,0.50,0.42,0.09,1.71,28.11,-2.23
003033.txt,Car,0.75,1,2.51,0.00,169.11,51.43,227.74,1.78,1.67,3.85,-19.48,1.68,21.81,1.79
003033.txt,Car,0.00,1,2.93,230.69,171.53,341.59,205.53,1.66,1.57,5.04,-16.83,1.61,37.57,2.51
003033.txt,Truck,0.00,1,2.00,195.88,159.06,263.34,198.52,2.93,2.30,6.29,-30.03,1.95,57.21,1.52
003033.txt,Car,0.00,0,2.88,724.61,169.24,794.58,195.29,1.49,1.46,3.84,8.91,1.31,43.21,3.08
003033.txt,Pedestrian,0.00,2,2.82,863.53,162.92,874.20,189.12,1.86,0.57,1.08,18.51,1.16,51.90,-3.13
003033.txt,Car,0.00,1,1.25,795.39,159.05,835.28,188.72,2.21,1.76,4.11,15.94,1.20,56.24,1.53
003033.txt,Car,0.00,1,-1.95,823.78,163.74,863.64,186.77,1.75,1.57,4.07,18.47,1.08,57.23,-1.64
003034.txt,Car,0.00,0,2.01,136.63,197.64,441.50,370.03,1.42,1.66,3.64,-3.31,1.75,8.17,1.63
003034.txt,Cyclist,0.00,0,-1.71,767.25,178.76,816.37,278.60,1.59,0.53,1.89,3.06,1.69,12.44,-1.47
003034.txt,Car,0.00,0,1.83,577.76,181.85,636.38,217.27,1.44,1.64,3.78,-0.10,1.85,31.74,1.83
003034.txt,Car,0.00,2,1.82,603.09,173.92,657.81,211.89,1.77,1.71,4.28,1.06,1.85,35.96,1.85
003034.txt,Van,0.00,1,-0.21,830.30,147.17,953.63,201.60,2.71,2.12,5.66,14.64,1.46,37.84,0.15
003034.txt,Car,0.00,1,-1.54,756.44,178.09,787.70,203.58,1.45,1.71,3.93,9.73,1.77,43.24,-1.32
003034.txt,Cyclist,0.00,0,-1.71,795.24,163.20,877.31,319.31,1.78,0.69,1.81,2.78,1.68,9.16,-1.43
003034.txt,Car,0.00,2,-2.72,346.91,175.85,468.79,217.41,1.50,1.63,4.14,-7.66,1.64,27.35,-2.99
003035.txt,Car,0.00,0,-1.57,561.06,171.72,629.36,234.01,1.60,1.76,3.84,-0.40,1.25,20.59,-1.59
003035.txt,Truck,0.17,0,-1.35,132.15,0.00,532.99,334.02,4.05,2.50,16.44,-3.67,1.44,15.50,-1.58
003035.txt,Car,0.00,2,-1.49,500.92,179.49,548.49,212.95,1.30,1.61,4.39,-3.46,1.06,30.35,-1.60
003036.txt,Car,0.00,0,-1.54,581.26,177.64,642.51,236.86,1.61,1.66,3.20,0.06,1.77,21.40,-1.54
003036.txt,Tram,1.00,0,0.80,902.97,0.00,1241.00,348.86,3.66,2.28,12.78,6.59,1.53,6.76,1.55
003036.txt,Tram,0.00,0,1.30,749.34,68.77,988.46,246.91,3.64,2.32,14.73,6.71,1.59,22.18,1.59
003036.txt,Tram,0.00,0,1.41,722.20,121.52,808.03,210.40,3.61,2.32,10.04,7.11,1.58,34.54,1.61
003036.txt,Tram,0.00,0,1.47,706.54,135.35,766.60,201.98,3.63,2.34,12.83,7.78,1.65,45.95,1.64
003037.txt,Car,0.00,0,1.69,491.69,173.41,544.46,216.57,1.66,1.67,4.49,-3.81,1.72,30.32,1.56
003037.txt,Car,0.00,0,-1.16,274.18,180.60,321.53,205.80,1.56,1.72,3.09,-20.20,2.07,46.74,-1.57
003037.txt,Car,0.00,1,1.66,535.65,176.43,563.89,198.44,1.46,1.59,4.12,-4.19,1.73,50.44,1.58
003037.txt,Car,0.00,0,-1.24,370.18,177.68,400.03,195.83,1.57,1.57,3.32,-20.21,2.02,64.90,-1.55
003037.txt,Car,0.00,1,1.85,390.37,176.45,418.15,193.25,1.57,1.20,5.24,-20.10,1.94,70.64,1.57
003037.txt,Car,0.00,1,1.62,555.44,172.69,575.18,191.43,1.72,1.66,4.32,-4.26,1.74,69.13,1.56
003037.txt,Car,0.00,0,-1.56,585.75,172.61,622.93,209.65,1.62,1.63,4.50,-0.27,1.64,34.18,-1.57
003038.txt,Car,0.00,0,1.74,617.46,177.22,654.92,202.78,1.50,1.70,3.77,1.64,1.79,44.67,1.77
003039.txt,Car,0.00,0,-0.80,233.22,189.37,394.66,250.87,1.35,1.60,3.86,-7.54,1.81,18.66,-1.18
003039.txt,Car,0.00,0,-1.04,479.48,178.63,563.26,219.83,1.49,1.53,3.80,-3.43,1.73,28.29,-1.16
003039.txt,Car,0.00,1,2.40,129.59,179.29,286.93,239.55,1.72,1.53,4.55,-12.72,1.94,23.14,1.90
003039.txt,Van,0.00,2,2.02,439.46,170.77,503.67,207.42,1.91,1.54,4.85,-7.63,1.83,40.12,1.83
003039.txt,Car,0.00,2,1.72,540.24,177.21,566.05,199.24,1.64,1.43,3.92,-4.40,1.99,56.04,1.64
003039.txt,Car,0.00,0,-1.22,587.80,174.40,638.15,203.29,1.49,1.56,3.65,0.18,1.59,39.25,-1.21
003039.txt,Car,0.00,0,-1.37,686.83,172.20,711.09,189.65,1.44,1.46,3.16,7.63,1.41,61.79,-1.25
003040.txt,Car,0.00,0,1.73,445.29,175.46,524.45,236.52,1.66,1.67,4.49,-3.75,1.77,22.09,1.56
003040.txt,Car,0.00,0,-1.13,236.17,181.46,291.35,209.66,1.56,1.72,3.09,-20.13,2.07,42.01,-1.57
003040.txt,Car,0.00,0,1.68,520.71,179.75,555.91,206.54,1.46,1.59,4.12,-4.13,1.87,41.80,1.58
003040.txt,Car,0.00,0,-1.21,350.46,179.09,383.97,198.69,1.57,1.57,3.32,-20.22,2.10,60.16,-1.54
003040.txt,Car,0.00,1,1.88,373.46,178.09,405.35,196.29,1.57,1.20,5.24,-19.96,2.06,65.42,1.59
003040.txt,Car,0.00,1,1.63,548.35,176.16,571.25,197.60,1.72,1.66,4.32,-4.20,2.02,60.72,1.56
003040.txt,Car,0.00,0,-1.56,586.48,176.25,623.78,213.41,1.62,1.63,4.50,-0.24,1.80,34.07,-1.57
003041.txt,Car,0.00,0,-1.54,543.99,183.72,590.44,221.89,1.36,1.69,3.38,-1.66,1.81,28.13,-1.60
003041.txt,Car,0.81,3,-1.09,0.00,207.99,429.95,374.00,1.43,1.62,3.76,-2.40,1.72,4.26,-1.57
003041.txt,Car,0.00,2,1.19,20.94,184.67,283.18,324.73,1.57,1.67,4.20,-6.57,1.76,10.11,0.63
003041.txt,Misc,0.00,3,-1.35,391.13,203.58,467.60,266.99,1.11,0.99,2.58,-3.73,1.80,15.00,-1.59
003041.txt,Misc,0.00,3,-1.41,483.84,190.40,515.62,228.32,1.21,0.74,2.14,-3.81,1.83,24.81,-1.57
003041.txt,Car,0.00,1,0.92,294.15,187.42,435.87,241.36,1.39,1.60,4.25,-7.14,1.83,20.75,0.59
003041.txt,Car,0.00,2,-2.15,357.06,181.95,462.36,232.29,1.53,1.62,3.63,-6.71,1.85,23.87,-2.42
003041.txt,Car,0.00,2,-2.18,410.37,184.20,501.77,219.61,1.38,1.74,4.09,-6.60,1.88,30.53,-2.39
003041.txt,Car,0.00,2,-2.26,445.33,184.07,513.39,215.02,1.35,1.48,3.08,-6.12,1.89,33.49,-2.44
003041.txt,Van,0.00,3,-2.29,458.26,172.92,529.23,207.29,1.87,1.79,4.03,-6.71,1.91,41.31,-2.45
003041.txt,Car,0.00,0,-1.73,674.70,186.76,792.61,274.86,1.45,1.64,3.70,2.23,1.75,14.13,-1.58
003041.txt,Car,0.00,2,-1.70,666.60,189.13,737.47,248.18,1.33,1.38,3.09,2.23,1.77,18.40,-1.58
003041.txt,Car,0.00,2,-1.70,640.28,184.71,704.58,233.03,1.39,1.54,3.86,1.90,1.80,23.36,-1.62
003041.txt,Truck,0.00,3,-1.62,615.11,132.41,681.92,218.10,3.43,2.55,8.02,1.56,1.85,33.09,-1.58
003041.txt,Car,0.00,1,2.02,203.98,186.31,287.09,223.69,1.46,1.63,3.95,-15.67,2.07,31.18,1.56
003041.txt,Car,0.00,2,-1.53,560.91,180.65,595.80,211.35,1.52,1.67,3.61,-1.65,1.93,37.87,-1.57
003042.txt,Car,0.00,0,-1.58,587.79,171.68,614.91,198.48,1.65,1.67,3.64,-0.60,1.60,46.69,-1.59
003042.txt,Car,0.00,0,-1.38,407.01,176.74,524.24,269.40,1.61,1.51,4.50,-2.85,1.71,14.94,-1.57
003042.txt,Car,0.00,1,1.98,192.59,185.93,291.88,237.62,1.61,1.72,3.65,-12.64,2.09,24.97,1.52
003042.txt,Cyclist,0.00,0,-2.47,670.12,160.56,726.32,222.54,1.72,0.47,1.65,2.48,1.39,20.73,-2.35
003042.txt,Pedestrian,0.00,1,2.93,676.61,167.75,692.75,219.97,1.60,0.39,0.40,2.28,1.45,22.38,3.03
003042.txt,Pedestrian,0.00,2,0.23,412.45,171.83,422.85,225.43,1.60,0.38,0.30,-5.83,1.57,21.73,-0.03
003043.txt,Car,0.58,0,0.72,0.00,184.31,242.53,374.00,1.52,1.69,3.68,-5.70,1.65,6.63,0.03
003043.txt,Car,0.26,3,-2.52,0.00,184.90,257.83,314.89,1.45,1.55,3.21,-6.42,1.62,8.98,-3.12
003043.txt,Car,0.00,1,-2.71,207.91,175.76,381.54,250.69,1.57,1.47,3.23,-7.01,1.66,16.14,-3.12
003043.txt,Car,0.00,2,-2.79,256.62,179.12,417.90,240.19,1.43,1.57,3.46,-6.81,1.61,18.13,3.13
003043.txt,Van,0.00,2,-2.86,296.21,159.45,465.53,232.12,1.94,1.75,4.27,-6.47,1.60,20.57,3.12
003043.txt,Car,0.00,0,-2.32,736.59,176.22,841.80,220.96,1.42,1.56,3.48,6.10,1.56,25.04,-2.08
003043.txt,Car,0.00,0,-1.76,624.72,175.45,666.47,204.33,1.41,1.51,3.45,1.76,1.56,37.27,-1.71
003043.txt,Car,0.00,2,-2.95,403.51,176.04,499.47,209.54,1.44,1.64,4.01,-7.18,1.61,32.77,3.12
003044.txt,Car,0.00,1,-1.06,49.25,199.00,160.92,242.31,1.42,1.70,4.14,-19.37,2.49,27.86,-1.66
003044.txt,Car,0.25,1,-0.95,0.00,197.45,96.07,243.26,1.52,1.71,4.11,-21.99,2.52,27.66,-1.62
003045.txt,Car,0.00,0,1.67,510.70,189.02,561.67,228.00,1.42,1.66,4.11,-2.99,2.12,29.59,1.57
003045.txt,Car,0.00,0,1.59,571.80,170.32,590.82,190.05,1.97,1.87,4.53,-2.96,1.75,75.08,1.55
003046.txt,Car,0.00,0,-1.57,589.48,178.36,632.43,219.72,1.66,1.73,3.05,0.00,1.91,30.85,-1.57
003046.txt,Cyclist,0.00,0,-1.97,898.12,156.03,983.86,274.41,1.82,0.53,2.00,5.46,1.57,12.12,-1.55
003046.txt,Tram,0.00,0,-1.48,497.31,147.75,558.83,213.54,3.62,2.60,15.21,-5.09,2.32,47.59,-1.59
003046.txt,Car,0.00,0,1.77,425.43,188.78,457.72,208.41,1.47,1.71,4.36,-13.65,2.80,58.63,1.54
003047.txt,Pedestrian,0.16,0,-1.55,958.37,120.24,1077.56,373.00,1.77,0.94,0.93,2.66,1.41,4.84,-1.08
003047.txt,Pedestrian,0.00,1,-2.48,1028.91,106.81,1115.80,337.89,1.97,1.04,0.92,4.39,1.33,6.74,-1.93
003047.txt,Person_sitting,0.62,3,-2.39,18.15,261.60,209.79,373.00,1.20,0.49,0.57,-2.34,1.61,3.42,-2.97
003047.txt,Person_sitting,0.00,1,-2.60,320.66,209.67,418.30,317.80,1.21,0.54,0.95,-2.79,1.55,8.54,-2.91
003047.txt,Person_sitting,0.48,3,-2.55,96.01,253.32,277.86,373.00,1.16,0.59,0.69,-2.41,1.61,4.15,-3.06
003047.txt,Pedestrian,0.00,0,1.76,507.36,161.55,538.31,258.39,1.77,0.66,0.90,-1.67,1.41,13.60,1.63
003047.txt,Pedestrian,0.00,1,1.66,475.73,164.19,511.90,256.29,1.67,0.73,0.77,-2.18,1.36,13.52,1.50
003047.txt,Pedestrian,0.00,0,-1.42,589.22,160.32,617.26,233.65,1.76,0.76,1.02,-0.14,1.26,17.81,-1.44
003047.txt,Pedestrian,0.00,0,-1.65,612.45,159.40,629.99,213.17,1.89,0.96,0.95,0.72,1.11,25.81,-1.63
003047.txt,Pedestrian,0.00,0,-1.57,641.98,161.40,666.23,232.21,1.68,0.64,0.91,1.31,1.21,17.58,-1.50
003047.txt,Pedestrian,0.00,2,-1.69,713.58,155.59,732.47,216.94,1.80,0.83,0.92,3.39,1.04,21.63,-1.55
003047.txt,Car,0.00,0,1.68,551.06,167.85,582.87,192.57,1.57,1.67,4.14,-2.25,0.70,48.17,1.63
003047.txt,Pedestrian,0.00,2,-2.68,478.22,162.86,497.09,233.94,1.81,0.73,0.84,-3.38,1.34,18.74,-2.86
003047.txt,Pedestrian,0.00,0,-1.60,678.48,162.70,696.44,225.37,1.67,0.71,0.95,2.18,1.17,19.74,-1.50
003048.txt,Car,0.00,0,-1.57,561.34,178.88,621.51,233.74,1.60,1.76,3.84,-0.56,1.41,23.12,-1.59
003048.txt,Car,0.80,0,-1.03,0.00,200.28,372.98,375.00,1.46,1.66,4.29,-3.18,1.63,4.92,-1.58
003048.txt,Car,0.00,2,-1.04,47.90,184.41,275.51,290.48,1.55,1.55,3.94,-7.63,1.56,12.72,-1.57
003048.txt,Car,0.00,0,-1.32,334.78,178.68,492.78,290.30,1.65,1.70,3.90,-3.24,1.54,12.63,-1.57
003048.txt,Car,0.00,2,-1.25,330.18,178.49,417.24,232.11,1.66,1.62,3.95,-7.86,1.44,24.41,-1.56
003048.txt,Car,0.00,1,-1.45,482.79,179.40,546.64,229.98,1.64,1.72,4.24,-3.26,1.45,25.69,-1.57
003048.txt,Car,0.00,1,-1.19,289.49,184.77,359.20,220.17,1.42,1.51,3.84,-12.40,1.43,31.61,-1.56
003048.txt,Car,0.00,1,-1.46,511.11,182.25,550.01,211.92,1.48,1.64,3.81,-4.08,1.33,38.26,-1.57
003048.txt,Car,0.00,1,-1.49,532.21,181.93,559.53,202.25,1.37,1.61,4.21,-4.40,1.15,51.47,-1.58
003049.txt,Car,0.00,1,0.42,254.34,187.95,415.36,234.01,1.36,1.68,4.49,-8.73,1.87,22.98,0.06
003050.txt,Car,0.00,1,2.60,908.78,146.77,1044.02,190.49,1.52,1.76,4.10,13.67,0.33,26.19,3.08
003050.txt,Car,0.00,0,-1.49,519.82,174.62,556.78,202.76,1.50,1.78,3.69,-3.73,1.19,40.12,-1.58
003050.txt,Cyclist,0.00,0,-0.07,638.03,169.71,667.05,197.45,1.74,0.60,1.79,3.04,1.06,45.21,0.00
003050.txt,Cyclist,0.00,0,-0.08,582.95,168.69,610.78,196.70,1.86,0.63,1.82,-0.54,1.08,47.91,-0.09
003050.txt,Pedestrian,0.00,1,-2.97,567.36,171.24,581.30,199.28,1.80,0.68,1.44,-1.78,1.21,46.12,-3.01
003050.txt,Pedestrian,0.00,1,0.31,450.72,175.18,465.06,205.90,1.92,0.57,1.32,-9.07,1.59,44.73,0.11
003051.txt,Car,0.00,0,-1.60,601.34,182.57,681.06,258.45,1.56,1.65,3.69,0.62,1.80,16.93,-1.57
003051.txt,Car,0.00,0,-1.04,736.79,175.22,881.58,246.01,1.54,1.72,3.88,4.95,1.62,17.81,-0.78
003051.txt,Car,0.00,1,-0.95,694.68,180.54,777.76,222.17,1.52,1.49,3.46,5.01,1.85,28.60,-0.78
003051.txt,Car,0.00,2,-0.89,670.34,182.26,743.58,212.93,1.39,1.61,3.65,4.75,1.87,35.34,-0.76
003051.txt,Car,0.63,0,2.27,0.00,206.08,127.62,298.34,1.34,1.57,4.01,-10.40,1.99,12.29,1.58
003051.txt,Car,0.00,1,1.83,423.87,186.40,488.82,226.78,1.52,1.65,4.10,-6.37,2.12,30.18,1.62
003051.txt,Car,0.00,1,1.78,524.74,182.56,560.74,208.17,1.60,1.60,3.77,-4.42,2.25,47.67,1.69
003051.txt,Car,0.00,0,1.71,571.71,180.85,596.98,199.91,1.61,1.70,3.97,-2.25,2.33,63.74,1.67
003051.txt,Car,0.00,0,1.94,311.74,191.07,397.75,233.13,1.45,1.65,4.63,-10.06,2.22,28.70,1.60
003051.txt,Car,0.00,1,1.88,371.43,182.21,430.26,222.57,1.81,1.59,3.93,-10.06,2.28,34.86,1.60
003051.txt,Car,0.00,2,1.89,438.18,183.69,484.70,210.36,1.56,1.62,4.19,-9.30,2.27,45.37,1.69
003051.txt,Car,0.00,1,1.99,502.54,185.20,544.87,204.21,1.42,1.67,4.53,-6.90,2.44,58.00,1.87
003051.txt,Car,0.00,1,2.19,175.38,187.71,268.19,230.40,1.47,1.48,3.21,-14.54,2.05,27.13,1.70
003051.txt,Car,0.00,2,2.39,166.22,186.14,262.01,217.12,1.47,1.78,4.34,-20.63,2.20,37.75,1.89
003052.txt,Car,0.00,0,-1.41,593.21,170.44,622.89,189.74,1.43,1.66,4.15,0.58,0.60,55.88,-1.41
003052.txt,Car,0.00,0,-1.49,536.09,169.72,571.86,199.93,1.48,1.56,3.62,-2.42,0.90,37.29,-1.56
003052.txt,Car,0.00,0,-0.03,142.27,172.55,316.62,236.34,1.67,1.64,4.32,-10.70,1.44,20.82,-0.51
003052.txt,Car,0.00,1,2.05,328.74,169.92,397.35,203.44,1.68,1.67,4.29,-12.66,1.10,38.44,1.73
003053.txt,Van,0.00,2,0.07,461.43,165.72,535.09,195.48,1.99,1.80,4.96,-7.78,1.53,50.47,-0.09
003053.txt,Car,0.00,1,-2.93,307.13,178.74,451.93,227.73,1.47,1.53,4.21,-7.39,1.69,23.30,3.05
003053.txt,Car,0.00,0,-1.73,645.42,169.93,726.89,235.13,1.64,1.62,4.20,2.01,1.60,20.50,-1.63
003053.txt,Car,0.00,0,1.74,429.75,184.08,520.89,251.21,1.35,1.47,3.43,-3.04,1.63,16.63,1.56
003053.txt,Car,0.63,1,-2.55,0.00,188.22,220.95,344.02,1.48,1.61,4.24,-6.81,1.68,7.74,3.03
003054.txt,Pedestrian,0.00,0,1.15,884.16,170.04,921.16,261.98,1.74,0.75,0.64,5.73,1.70,14.08,1.53
003055.txt,Car,0.00,0,-1.57,555.04,177.82,608.44,226.50,1.60,1.76,3.84,-0.96,1.35,25.82,-1.61
003055.txt,Car,1.00,0,-0.69,0.00,177.49,223.50,375.00,1.65,1.70,3.90,-3.18,1.63,2.33,-1.58
003055.txt,Car,0.00,0,-1.12,157.22,176.59,323.66,263.95,1.66,1.62,3.95,-7.86,1.49,15.75,-1.57
003055.txt,Car,0.00,0,-1.40,418.97,177.80,519.45,252.87,1.64,1.72,4.24,-3.36,1.47,18.00,-1.58
003055.txt,Car,0.00,0,-1.29,351.73,182.78,423.00,224.25,1.45,1.61,3.72,-8.35,1.37,27.44,-1.59
003055.txt,Car,0.00,1,-1.44,484.80,180.99,534.52,217.28,1.48,1.64,3.81,-4.26,1.30,31.49,-1.57
003055.txt,Car,0.00,1,-1.48,519.30,181.91,552.19,205.86,1.37,1.61,4.21,-4.38,1.18,43.99,-1.58
003055.txt,Van,0.00,1,-1.54,540.00,167.55,561.58,194.53,2.74,2.09,5.96,-6.01,0.92,76.52,-1.62
003055.txt,Car,0.00,1,-1.24,317.95,180.69,378.08,213.25,1.50,1.55,3.99,-12.76,1.29,35.47,-1.58
003055.txt,Car,0.90,3,-0.85,0.00,191.15,34.56,267.23,1.42,1.56,3.39,-12.25,1.56,12.66,-1.61
003056.txt,Car,0.00,0,1.90,305.63,180.28,430.05,255.33,1.45,1.60,3.20,-5.19,1.62,15.73,1.58
003056.txt,Car,0.60,1,-2.11,875.36,185.18,1241.00,374.00,1.51,1.61,3.51,3.43,1.62,5.47,-1.57
003056.txt,Car,0.00,1,-1.91,749.68,177.29,953.73,296.61,1.49,1.68,3.80,3.40,1.58,11.06,-1.62
003056.txt,Car,0.00,2,1.83,380.68,177.06,473.56,235.92,1.49,1.63,3.68,-5.08,1.63,20.35,1.58
003056.txt,Car,0.00,2,-1.79,722.26,176.26,828.89,249.83,1.49,1.61,3.55,3.63,1.59,16.57,-1.57
003056.txt,Truck,0.00,2,3.02,687.60,148.39,760.74,185.28,3.58,2.43,7.00,11.45,1.21,72.74,-3.11
003057.txt,Pedestrian,0.00,0,0.31,300.88,171.73,336.88,271.78,1.72,0.74,0.56,-5.21,1.71,12.82,-0.07
003057.txt,Van,0.00,1,2.35,128.91,167.30,341.37,267.34,1.83,1.71,3.92,-7.76,1.75,15.29,1.88
003057.txt,Truck,0.00,1,2.94,620.72,133.03,906.83,208.28,3.01,2.60,11.84,6.40,1.43,31.34,3.14
003057.txt,Car,0.00,0,1.81,559.42,178.02,587.83,197.41,1.45,1.30,4.04,-2.83,1.87,56.41,1.76
003057.txt,Car,0.00,0,1.92,512.34,178.85,545.81,198.56,1.50,1.44,3.69,-6.39,1.98,57.15,1.81
003057.txt,Car,0.00,2,1.83,577.94,176.73,600.98,194.64,1.50,1.14,3.46,-1.77,1.85,62.51,1.80
003057.txt,Car,0.00,2,1.91,534.93,179.59,562.86,196.27,1.40,1.24,3.80,-5.33,2.00,63.18,1.82
003058.txt,Car,0.00,0,-1.59,602.37,176.89,630.04,204.06,1.65,1.67,3.64,0.34,1.93,46.09,-1.58
003058.txt,Car,0.69,1,2.27,0.00,206.96,120.23,305.12,1.33,1.46,3.87,-9.64,1.94,11.12,1.57
003058.txt,Car,0.00,1,2.13,95.35,187.83,235.41,254.45,1.63,1.50,3.83,-12.26,2.07,20.12,1.58
003058.txt,Car,0.00,1,1.79,437.75,183.33,474.52,205.79,1.46,1.58,4.32,-10.66,2.21,50.14,1.58
003059.txt,Pedestrian,0.00,0,-0.23,723.42,142.54,804.12,311.05,1.88,0.66,1.15,1.85,1.46,8.26,-0.02
003059.txt,Van,0.68,0,0.84,0.00,123.41,149.66,287.77,2.19,1.86,5.64,-10.21,1.46,10.62,0.09
003060.txt,Car,0.00,0,-1.59,713.95,167.26,730.45,181.61,1.40,1.55,4.06,11.40,0.88,73.48,-1.44
003060.txt,Truck,0.75,0,0.55,0.00,97.43,165.27,244.58,3.58,2.81,10.71,-17.82,1.78,18.32,-0.22
003061.txt,Car,0.78,0,2.24,0.00,203.56,309.84,374.00,1.48,1.65,4.40,-4.30,1.80,5.78,1.63
003061.txt,Car,0.00,0,1.84,484.62,186.11,570.40,238.71,1.42,1.66,3.64,-2.44,1.84,21.83,1.73
003061.txt,Cyclist,0.00,2,-1.64,716.22,178.87,743.32,243.79,1.59,0.53,1.89,3.04,1.75,18.64,-1.48
003061.txt,Car,0.00,0,1.83,627.12,179.32,667.88,203.54,1.44,1.64,3.78,2.37,1.86,45.19,1.88
003061.txt,Van,0.00,2,-0.17,816.01,151.90,906.47,192.45,2.71,2.12,5.66,17.48,1.33,50.50,0.16
003061.txt,Cyclist,0.00,0,-1.59,718.47,169.23,754.21,256.89,1.78,0.69,1.81,2.67,1.72,15.58,-1.42
003062.txt,Van,1.00,0,2.54,0.00,167.83,146.76,374.00,1.81,1.66,4.05,-3.66,1.79,2.28,1.58
003062.txt,Car,0.00,0,1.72,434.48,188.96,531.68,258.17,1.46,1.75,4.23,-3.08,1.90,18.08,1.55
003062.txt,Van,0.00,3,-1.62,596.76,204.98,622.86,234.30,2.48,2.20,5.33,-0.07,5.65,68.86,-1.62
003063.txt,Car,0.00,1,-1.04,17.74,198.72,138.97,244.29,1.42,1.70,4.14,-19.43,2.43,26.56,-1.67
003063.txt,Car,0.51,1,-0.93,0.00,196.80,70.46,243.18,1.52,1.71,4.11,-22.03,2.45,26.30,-1.62
003064.txt,Car,0.00,0,2.69,765.74,151.98,1057.22,254.51,1.73,1.74,4.71,5.43,1.39,13.43,3.07
003064.txt,Car,0.11,0,-0.71,1114.94,146.10,1241.00,187.74,1.51,1.64,4.17,21.92,0.54,27.59,-0.05
003064.txt,Car,0.00,2,-0.67,1076.25,149.72,1210.18,188.37,1.52,1.60,4.42,22.03,0.61,29.94,-0.04
003064.txt,Car,0.00,2,-0.60,1037.55,149.78,1168.19,187.91,1.62,1.77,4.64,22.06,0.64,32.45,-0.00
003064.txt,Car,0.00,0,1.70,400.47,181.89,475.68,237.47,1.58,1.76,4.18,-5.39,1.88,22.92,1.47
003064.txt,Car,0.00,0,1.67,496.37,178.47,557.84,225.88,1.65,1.88,4.45,-3.11,1.88,27.60,1.56
003064.txt,Car,0.00,1,-0.28,772.50,151.53,892.21,196.88,1.90,1.78,4.72,9.73,1.02,31.90,0.01
003064.txt,Car,0.00,2,-2.02,912.32,152.91,971.31,185.87,1.80,1.65,3.55,18.97,0.73,41.46,-1.60
003064.txt,Van,0.00,2,-1.99,1015.55,142.38,1084.22,181.06,2.11,1.75,4.31,25.44,0.46,41.93,-1.45
003064.txt,Car,0.00,2,-2.07,948.12,154.19,1013.98,184.12,1.64,1.70,3.91,21.44,0.64,41.90,-1.60
003064.txt,Car,0.00,1,1.77,435.52,183.19,500.31,225.68,1.55,1.71,4.50,-5.69,1.99,29.23,1.58
003064.txt,Car,0.00,1,1.43,641.10,174.94,682.14,203.09,1.50,1.71,4.44,2.85,1.64,41.08,1.50
003064.txt,Car,0.00,0,-1.47,592.95,178.78,621.47,201.53,1.58,1.71,3.75,-0.19,2.02,52.51,-1.48
003065.txt,Car,0.96,0,-0.86,0.00,200.20,303.00,369.00,1.50,1.78,3.69,-3.17,1.67,3.35,-1.57
003065.txt,Cyclist,0.00,1,-1.60,991.58,147.10,1029.45,216.71,1.72,0.78,1.71,10.53,0.89,18.44,-1.08
003065.txt,Pedestrian,0.00,1,-0.76,1105.61,138.07,1144.63,240.29,1.72,0.55,0.93,9.07,1.00,12.27,-0.13
003065.txt,Pedestrian,0.00,0,-0.76,1131.83,144.93,1180.68,246.36,1.62,0.48,0.96,9.15,1.05,11.63,-0.11
003065.txt,Car,0.00,0,0.64,545.32,170.05,673.23,215.08,1.45,1.75,4.23,0.08,1.12,24.66,0.65
003066.txt,Van,0.00,3,-2.00,603.29,108.03,739.94,209.66,2.72,2.03,5.40,1.65,1.01,22.15,-1.93
003066.txt,Car,0.00,0,-1.56,410.42,161.97,469.89,212.18,1.56,1.81,3.05,-5.70,1.24,24.17,-1.79
003066.txt,Car,0.00,2,-1.41,438.19,161.28,481.10,192.47,1.35,1.38,3.44,-6.91,0.87,33.24,-1.61
003066.txt,Car,0.00,0,1.88,484.16,151.15,513.27,168.11,1.50,1.56,4.15,-10.69,-0.50,69.50,1.73
003066.txt,Truck,0.00,3,-0.69,805.08,84.75,1118.20,225.73,3.25,2.44,7.41,9.01,1.20,18.68,-0.24
003067.txt,Car,0.71,0,-2.48,0.00,193.45,96.41,308.65,1.61,1.57,3.35,-10.13,1.96,10.98,3.07
003067.txt,Car,0.00,0,1.33,635.32,164.33,711.69,219.19,1.79,1.72,4.35,2.14,1.54,25.95,1.41
003067.txt,Car,0.00,0,1.66,428.99,183.52,481.66,227.69,1.45,1.49,4.07,-5.58,1.85,26.22,1.45
